City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
479,Haines Junction,CA,60.7522,-137.5108,12.15,67,100,10.36,overcast clouds
480,Turan,VN,16.0678,108.2208,75.18,88,75,2.3,broken clouds
481,Umm Kaddadah,SD,13.6017,26.6876,56.89,19,5,15.17,clear sky
482,Oskemen,KZ,49.9565,82.6119,-14.84,76,20,0.0,mist
483,Mayo,US,38.8876,-76.5119,25.86,40,0,11.99,clear sky
484,Oudtshoorn,ZA,-33.5907,22.2014,61.16,80,0,2.57,clear sky
485,Anchorage,US,61.2181,-149.9003,27.68,84,20,5.01,few clouds
486,Sompeta,IN,18.9333,84.6,62.85,53,2,3.96,clear sky
487,Morondava,MG,-20.2833,44.2833,80.8,78,2,9.6,clear sky
488,Kirakira,SB,-10.4544,161.9205,82.45,81,100,8.66,overcast clouds
489,Carmen,MX,18.6333,-91.8333,71.64,60,75,14.97,mist
490,Utete,TZ,-7.986,38.758,72.25,98,100,2.01,overcast clouds
491,Abu Samrah,SY,35.3029,37.1841,39.13,83,61,6.02,broken clouds
492,Wilmington,US,34.2257,-77.9447,36.95,49,0,14.97,clear sky
493,Walvis Bay,NA,-22.9575,14.5053,63.55,82,9,13.8,clear sky
494,Wilmington Island,US,32.0036,-80.9737,44.69,35,0,18.41,clear sky
495,Neryungri,RU,56.6709,124.6491,-9.04,94,100,9.28,overcast clouds
496,Tame,CO,6.461,-71.73,91.96,29,32,9.08,scattered clouds
497,Komsomolskiy,UZ,40.4272,71.7189,38.62,80,75,4.61,fog
498,Manakara,MG,-22.1333,48.0167,74.68,81,46,3.6,scattered clouds
499,Labuan,MY,5.2767,115.2417,77.36,100,40,0.0,scattered clouds
500,Groa,NO,62.65,8.7167,37.49,97,99,15.26,overcast clouds
501,Santa Cruz,BO,-17.8,-63.1667,91.45,35,20,6.91,few clouds
502,Camabatela,AO,-8.1881,15.375,63.39,98,100,2.08,overcast clouds
503,Coquimbo,CL,-29.9533,-71.3436,65.93,72,20,13.8,few clouds
504,Lambarene,GA,-0.7001,10.2406,77.2,89,100,4.45,overcast clouds
505,Redlands,US,34.0556,-117.1825,67.3,20,75,8.05,broken clouds
506,Cahors,FR,44.4167,1.3333,33.15,93,3,3.76,clear sky
507,Mamlyutka,KZ,54.9375,68.5394,3.2,90,100,5.97,overcast clouds
508,Constitucion,CL,-35.3333,-72.4167,63.97,77,40,9.71,scattered clouds
509,Ibaiti,BR,-23.8486,-50.1878,61.84,96,100,8.55,overcast clouds
510,Atikokan,CA,48.7555,-91.6216,18.9,94,100,2.55,light snow
511,Takoradi,GH,4.8845,-1.7554,79.75,86,10,4.76,clear sky
512,Salinas,US,36.6777,-121.6555,68.97,38,0,0.0,clear sky
513,Birao,CF,10.2849,22.7882,66.16,17,61,6.38,broken clouds
514,Bandrele,YT,-12.9067,45.1914,76.75,94,0,3.44,clear sky
515,Fortaleza,BR,-3.7227,-38.5247,81.21,78,40,5.75,scattered clouds
516,Sao Domingos,BR,-13.3983,-46.3183,69.89,90,99,5.1,overcast clouds
517,Santa Maria Do Para,BR,-1.3503,-47.5756,71.33,96,100,4.43,overcast clouds
518,Qasigiannguit,GL,68.8193,-51.1922,12.45,72,91,16.53,overcast clouds
519,Sangar,RU,63.9242,127.4739,-35.66,99,83,3.0,broken clouds
520,Sinnamary,GF,5.3833,-52.95,77.0,83,86,8.05,overcast clouds
521,Santa Maria,BR,-29.6842,-53.8069,76.3,53,20,12.66,few clouds
522,Buala,SB,-8.145,159.5921,82.17,80,100,7.29,light rain
523,Tocopilla,CL,-22.092,-70.1979,68.2,72,7,4.56,clear sky
524,Capoterra,IT,39.1763,8.9718,49.53,73,0,5.75,clear sky
525,Uaua,BR,-9.8414,-39.4817,72.14,79,100,7.47,overcast clouds
526,Saint-Joseph,RE,-21.3667,55.6167,75.56,85,37,9.48,scattered clouds
527,Boshnyakovo,RU,49.6333,142.1667,-4.63,97,97,8.39,overcast clouds
528,Iranshahr,IR,27.2025,60.6848,60.67,44,0,0.54,clear sky
529,Nador,MA,35.174,-2.9287,59.25,72,0,6.91,clear sky
530,Vidalia,US,32.2177,-82.4135,43.95,26,0,12.66,clear sky
531,Caravelas,BR,-17.7125,-39.2481,78.82,82,0,10.49,clear sky
532,Doembang Nangbuat,TH,14.8333,100.1,75.06,70,36,3.42,scattered clouds
533,Ucluelet,CA,48.9329,-125.5528,43.11,91,100,3.0,light rain
534,Chabahar,IR,25.2919,60.643,71.56,74,0,10.38,clear sky
535,Mwene-Ditu,CD,-7.0,23.45,65.84,94,100,3.0,light rain
536,Pakhni,GR,41.3,24.9,34.56,77,10,4.83,clear sky
537,Havre,FR,49.5833,0.3333,48.63,100,100,16.11,mist
538,Santiago Del Estero,AR,-27.7951,-64.2615,88.36,29,0,3.2,clear sky
539,Athabasca,CA,54.7169,-113.2854,40.82,84,79,7.96,broken clouds
540,Baghdad,IQ,33.3406,44.4009,39.11,75,0,2.3,clear sky
541,Kodinsk,RU,58.6881,99.1844,-1.75,99,100,2.57,overcast clouds
542,Christchurch,NZ,-43.5333,172.6333,75.33,67,85,3.0,overcast clouds
543,Morroa,CO,9.3335,-75.3054,81.59,62,71,14.7,broken clouds
544,San Antonio,US,29.4241,-98.4936,68.38,18,0,1.01,clear sky
545,Camana,PE,-16.6228,-72.7111,72.54,65,83,5.73,broken clouds
546,Timra,SE,62.487,17.3257,31.71,94,100,11.5,snow
547,Hami,CN,42.8,93.45,20.03,46,0,3.83,clear sky
548,Mont-De-Marsan,FR,44.0,-0.6667,37.78,100,100,6.91,mist
549,Jiayuguan,CN,39.8167,98.3,11.46,64,4,2.37,clear sky
550,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,78.48,91,100,2.17,overcast clouds
551,Eyemouth,GB,55.8713,-2.0901,41.04,68,7,18.52,clear sky
552,Lanzhou,CN,36.0564,103.7922,11.48,90,14,1.14,few clouds
553,Inta,RU,66.0317,60.1659,9.72,85,100,7.81,overcast clouds
554,Puerto Maldonado,PE,-12.6,-69.1833,76.82,92,94,1.48,overcast clouds
555,Hithadhoo,MV,-0.6,73.0833,80.71,69,92,3.53,overcast clouds
556,Mabaruma,GY,8.2,-59.7833,74.37,78,22,4.09,few clouds
557,Mufumbwe,ZM,-13.6833,24.8,64.13,97,100,4.56,light rain
558,Russell,US,32.3502,-85.1999,42.96,25,0,12.66,clear sky
559,Gladstone,AU,-23.85,151.25,78.73,73,75,12.66,broken clouds
560,Feijo,BR,-8.1642,-70.3536,77.0,94,98,2.08,heavy intensity rain
561,Greenville,US,35.6127,-77.3663,35.53,47,40,8.05,scattered clouds
562,Paysandu,UY,-32.3214,-58.0756,82.6,53,0,7.34,clear sky
563,Lai,TD,9.3952,16.2989,75.99,16,19,10.29,few clouds
564,Kachug,RU,53.9606,105.8817,-20.69,100,99,1.14,overcast clouds
565,Papetoai,PF,-17.4961,-149.8729,85.59,72,94,13.62,light rain
566,El Playon,CO,7.4713,-73.2031,80.87,62,53,0.47,broken clouds
567,Koscierzyna,PL,54.1223,17.9812,42.51,76,100,30.49,overcast clouds
568,Leh,IN,34.1667,77.5833,-2.13,96,100,1.88,overcast clouds
569,Tiarei,PF,-17.5333,-149.3333,86.02,74,99,12.53,overcast clouds
570,Rio Cuarto,AR,-33.1307,-64.3499,83.97,45,0,14.97,clear sky
571,Roma,US,43.2128,-75.4557,10.67,48,0,1.01,clear sky
572,Farliug,RO,45.4883,21.8494,32.58,89,88,5.06,overcast clouds
573,Sinegorskiy,RU,48.0139,40.8447,33.85,94,100,15.5,light snow
574,Humaita,BR,-7.5061,-63.0208,72.77,99,100,0.36,overcast clouds
575,Puerto Colombia,CO,10.9878,-74.9547,82.49,76,1,18.21,clear sky
576,Mae Sot,TH,16.7167,98.5667,60.62,87,61,1.74,broken clouds
577,Naze,JP,28.3667,129.4833,56.32,77,100,13.76,overcast clouds
578,Kalmunai,LK,7.4167,81.8167,75.94,86,20,1.68,few clouds
579,Kamina,CD,-8.7386,24.9906,65.07,96,100,4.0,overcast clouds
580,Zhicheng,CN,30.2956,111.5047,32.92,89,14,2.1,few clouds
581,Ust-Maya,RU,60.4167,134.5333,-31.58,99,93,0.74,overcast clouds
582,Saint Anthony,US,45.0205,-93.218,28.26,63,0,1.99,clear sky
583,Bouloupari,NC,-21.8667,166.05,82.31,75,43,8.68,scattered clouds
584,Byron Bay,AU,-28.65,153.6167,78.87,79,70,9.46,broken clouds
585,Belmonte,BR,-15.8631,-38.8828,79.3,82,17,9.86,few clouds
586,Indiana,US,40.0003,-86.2503,26.65,50,100,6.91,overcast clouds
587,Tha Chang,TH,9.2642,99.1922,75.22,94,20,2.3,few clouds
588,Nong Chik,TH,6.8436,101.178,72.12,90,8,4.14,clear sky
589,Zhangjiakou,CN,40.81,114.8794,16.68,56,18,0.54,light snow
590,Wokingham,GB,51.4112,-0.8357,45.63,73,38,4.0,scattered clouds
591,San Policarpo,PH,12.1791,125.5072,77.0,91,48,5.53,scattered clouds
592,Gigmoto,PH,13.7796,124.39,78.35,89,28,7.29,scattered clouds
593,Chimbote,PE,-9.0853,-78.5783,73.85,72,88,11.01,overcast clouds
594,Mehamn,NO,71.0357,27.8492,15.37,86,95,5.17,light snow
595,Itoigawa,JP,37.0333,137.85,32.61,90,100,6.26,snow
596,Hambantota,LK,6.1241,81.1185,77.95,82,73,6.91,broken clouds
597,Beyneu,KZ,45.3167,55.2,26.28,80,12,4.92,few clouds
598,Prieska,ZA,-29.6641,22.7474,80.92,36,100,6.69,overcast clouds
599,Sambava,MG,-14.2667,50.1667,75.34,90,27,6.64,scattered clouds
600,Lethem,GY,3.3803,-59.7968,88.12,40,73,11.36,broken clouds
601,Elk Plain,US,47.0532,-122.3976,55.6,55,0,1.99,clear sky
602,Muromtsevo,RU,56.3724,75.2418,2.77,89,100,6.58,overcast clouds
603,Kungurtug,RU,50.5994,97.5228,-23.24,98,44,1.41,scattered clouds
604,Bosaso,SO,11.2842,49.1816,71.73,69,95,5.19,overcast clouds
605,Jumla,NP,29.2747,82.1838,31.68,48,0,5.1,clear sky
606,Prince Albert,CA,53.2001,-105.7677,17.55,79,100,5.75,overcast clouds
607,Kisangani,CD,0.5167,25.2,70.97,46,2,1.74,clear sky
608,Kimbe,PG,-5.5502,150.1429,79.7,85,100,0.92,light rain
609,Daru,PG,-9.0763,143.2092,78.73,86,100,10.63,moderate rain
610,Mulatupo,PA,8.9492,-77.7652,80.37,69,16,10.63,few clouds
611,Qaqortoq,GL,60.7167,-46.0333,12.7,90,100,2.59,light snow
612,Okha,RU,53.5739,142.9478,-14.78,95,86,8.99,overcast clouds
613,Dothan,US,31.2232,-85.3905,45.64,27,0,3.0,clear sky
614,Buraydah,SA,26.326,43.975,52.25,36,0,17.13,clear sky
615,Mongoumba,CF,3.6415,18.5936,74.28,27,44,0.83,scattered clouds
616,Zheleznodorozhnyy,RU,55.7503,38.0042,25.02,98,94,2.84,overcast clouds
617,Kulim,MY,5.365,100.5618,81.5,90,55,3.24,broken clouds
618,Grand Gaube,MU,-20.0064,57.6608,79.2,75,93,1.99,overcast clouds
619,Siderno,IT,38.2779,16.302,50.4,57,1,8.21,clear sky
620,Ati,TD,13.2154,18.3353,65.32,13,26,12.15,scattered clouds
621,Alofi,NU,-19.0595,-169.9187,85.89,70,84,6.91,broken clouds
622,Burnie,AU,-41.0667,145.9167,65.95,80,76,6.29,broken clouds
623,Razdolinsk,RU,58.4211,94.6658,0.34,99,100,2.35,overcast clouds
624,Pangkalanbuun,ID,-2.6833,111.6167,75.43,93,100,1.63,light rain
625,Ormara,PK,25.2088,64.6357,70.75,78,0,10.36,clear sky
626,Gurupi,BR,-11.7292,-49.0686,72.36,94,95,4.99,overcast clouds
627,Zyryanskoye,RU,56.8306,86.6258,-0.13,99,90,3.2,overcast clouds
628,Santa Gertrudes,BR,-22.4567,-47.5303,72.7,94,100,2.71,light rain
629,Beroroha,MG,-21.6667,45.1667,76.6,72,7,2.95,clear sky
630,Adrar,MR,20.5022,-10.0711,77.25,12,100,11.05,overcast clouds
631,Coahuayana,MX,18.7333,-103.6833,87.28,47,0,7.02,clear sky
632,Taseyevo,RU,57.2169,94.8978,-11.02,99,100,2.26,overcast clouds
633,Jacareacanga,BR,-6.2222,-57.7528,72.82,99,100,1.81,light rain
634,Guadalupe Y Calvo,MX,26.1,-106.9667,60.49,30,2,9.6,clear sky
635,Havoysund,NO,70.9963,24.6622,23.88,73,96,10.78,light snow
636,Tignere,CM,7.3667,12.65,64.56,22,100,3.67,overcast clouds
637,Valparaiso,CL,-33.0393,-71.6273,71.83,59,20,11.5,few clouds
638,Usinsk,RU,65.9939,57.5281,12.36,91,100,19.08,overcast clouds
639,Vila Velha,BR,-20.3297,-40.2925,80.55,88,20,8.01,few clouds
640,Coihaique,CL,-45.5752,-72.0662,55.35,71,100,8.05,light intensity shower rain
641,Qrendi,MT,35.8347,14.4583,51.12,46,20,11.5,few clouds
642,Nantucket,US,41.2835,-70.0995,24.91,84,100,43.98,light snow
643,Mildura,AU,-34.2,142.15,73.36,68,0,9.22,clear sky
644,Huarmey,PE,-10.0681,-78.1522,73.81,75,27,10.54,scattered clouds
645,Kharp,RU,66.8014,65.8081,-13.27,100,100,1.57,overcast clouds
646,Inirida,CO,3.8653,-67.9239,84.58,51,95,3.02,overcast clouds
647,Tiksi,RU,71.6872,128.8694,-8.73,99,57,4.27,broken clouds
648,Pontianak,ID,-0.0333,109.3333,76.98,94,20,0.0,mist
649,Gizo,SB,-8.103,156.8419,82.83,77,99,7.99,light rain
650,Neuquen,AR,-38.9516,-68.0591,93.09,16,0,10.36,clear sky
651,Kosa,RU,59.9445,54.9977,4.44,98,87,4.43,overcast clouds
652,Niquero,CU,20.0431,-77.5828,77.74,66,2,15.82,clear sky
653,Malko Tarnovo,BG,41.9833,27.5333,26.58,86,61,2.19,broken clouds
654,Iseyin,NG,7.9667,3.6,79.2,19,100,6.11,overcast clouds
655,Onverwacht,SR,5.5833,-55.1833,80.46,89,40,9.22,scattered clouds
656,Chernyshevskiy,RU,63.0128,112.4714,-24.36,100,30,3.33,scattered clouds
657,Eureka,US,40.8021,-124.1637,61.66,73,4,1.01,clear sky
658,Yichun,CN,47.7,128.9,-9.87,100,87,2.86,overcast clouds
659,Charters Towers,AU,-20.1,146.2667,76.17,72,0,9.98,clear sky
660,Tairua,NZ,-37.0167,175.85,73.09,57,3,3.67,clear sky
661,Andra,RU,62.5147,65.8878,-2.63,96,100,5.84,overcast clouds
662,Baarle-Hertog,BE,51.4041,4.8916,47.79,79,75,4.0,broken clouds
663,Bandarbeyla,SO,9.4942,50.8122,75.76,64,95,20.96,overcast clouds
664,Juneau,US,58.3019,-134.4197,42.8,83,75,6.91,moderate rain
665,Pointe-Noire,CG,-4.7761,11.8635,80.67,89,20,4.61,few clouds
666,Erie,US,42.7667,-78.6664,12.13,68,70,4.56,broken clouds
667,Cooma,AU,-36.2333,149.1333,64.17,100,100,3.44,overcast clouds
668,Leningradskiy,RU,69.3833,178.4167,-8.81,90,61,4.85,broken clouds
669,Shizunai,JP,42.3339,142.3669,19.83,68,99,16.08,overcast clouds
670,Rock Springs,US,41.5875,-109.2029,38.64,22,0,13.8,clear sky
671,Dandong,CN,40.1292,124.3947,14.68,52,0,5.37,clear sky
672,Simdega,IN,22.6167,84.5167,51.39,34,0,3.6,clear sky
673,Kloulklubed,PW,7.0419,134.2556,75.7,78,71,11.16,broken clouds
674,Rocha,UY,-34.4833,-54.3333,71.4,67,6,10.63,clear sky
675,Raudeberg,NO,61.9875,5.1352,39.87,82,100,11.01,overcast clouds
676,Uvinza,TZ,-5.1036,30.3911,65.44,92,100,2.17,overcast clouds
677,Miraflores,MX,19.2167,-98.8083,71.02,40,10,4.83,clear sky
678,Wajir,KE,1.7471,40.0573,81.66,39,3,16.91,clear sky
679,Voh,NC,-20.9667,164.7,83.88,72,75,5.93,broken clouds
680,Menongue,AO,-14.6585,17.691,62.87,98,100,5.5,moderate rain
681,Gillette,US,44.2911,-105.5022,50.92,17,0,8.99,clear sky
682,Montepulciano,IT,43.1017,11.7868,40.12,66,49,3.56,scattered clouds
683,Port Augusta,AU,-32.5,137.7667,82.71,43,56,8.95,broken clouds
684,San Quintin,MX,30.4833,-115.95,65.68,35,5,8.23,clear sky
685,Barranca,PE,-10.75,-77.7667,71.89,76,64,9.19,broken clouds
686,Dasoguz,TM,41.8363,59.9666,22.95,93,4,6.91,clear sky
687,Hobyo,SO,5.3505,48.5268,76.57,77,30,23.11,scattered clouds
688,Gagra,GE,43.3283,40.2239,40.14,85,100,9.91,moderate rain
689,Sile,TR,41.1754,29.6133,37.56,63,55,1.54,broken clouds
690,Srednekolymsk,RU,67.45,153.6833,-26.16,100,89,4.36,overcast clouds
691,Teya,RU,60.3778,92.6267,2.88,98,100,2.8,light snow
692,Samarai,PG,-10.6167,150.6667,80.73,77,100,7.27,overcast clouds
693,Hoquiam,US,46.9809,-123.8893,53.44,67,0,0.0,clear sky
694,Avera,US,33.194,-82.5271,42.71,26,0,12.95,clear sky
695,Brokopondo,SR,4.75,-55.1667,78.12,77,72,8.5,broken clouds
696,Rawah,IQ,34.4816,41.9093,45.23,71,3,6.2,clear sky
697,Srandakan,ID,-7.9386,110.2506,77.18,88,100,3.89,overcast clouds
698,Moose Factory,CA,51.2585,-80.6094,-0.4,71,0,3.44,clear sky
699,Vao,NC,-22.6667,167.4833,78.87,87,88,12.88,moderate rain
700,Sioux Lookout,CA,50.1001,-91.917,10.78,79,100,6.91,overcast clouds
701,Camocim,BR,-2.9022,-40.8411,77.59,82,99,9.66,light rain
702,Anloga,GH,5.7947,0.8973,80.42,81,90,5.73,overcast clouds
703,Diamantino,BR,-14.4086,-56.4461,74.03,94,100,3.53,overcast clouds
704,Harper,LR,4.375,-7.7169,79.88,87,68,6.51,broken clouds
705,Alugan,PH,12.2188,125.4808,76.55,92,44,5.55,scattered clouds
706,Isetskoye,RU,56.4858,65.3226,7.86,93,100,3.96,overcast clouds
707,Cordoba,AR,-31.4135,-64.1811,82.6,53,20,8.05,few clouds
708,Bedesa,ET,8.9,40.7833,59.11,52,37,4.92,scattered clouds
709,Karratha,AU,-20.7377,116.8463,81.14,62,82,14.56,light rain
710,Quarai,BR,-30.3875,-56.4514,87.17,21,0,13.0,clear sky
711,Bayji,IQ,34.9311,43.487,46.45,69,30,1.83,scattered clouds
712,Liuzhou,CN,24.3126,109.3892,38.77,80,3,8.72,clear sky
713,Pokaran,IN,26.9167,71.9167,60.76,19,0,4.63,clear sky
714,Santa Maria Del Oro,MX,25.9333,-105.3667,67.93,31,5,9.24,clear sky
715,Linhares,BR,-19.3911,-40.0722,77.97,82,99,8.57,overcast clouds
716,Colares,PT,38.7992,-9.4469,59.9,36,9,5.01,clear sky
717,Hare Bay,CA,48.8499,-54.0148,31.35,95,100,16.93,snow
718,Opuwo,NA,-18.0607,13.84,69.75,43,100,4.25,overcast clouds
719,Ewa Beach,US,21.3156,-158.0072,80.6,53,40,10.36,scattered clouds
720,La Plata,AR,-34.9215,-57.9545,83.03,55,80,7.94,broken clouds
